name,birth_date,country_code,discipline
SHYNKARENKO Alina,1998/11/14,UKR,Artistic Swimming
SIAME Sydney,1997/10/7,ZAM,Athletics
SIAMFUKO Esther,2004/8/8,ZAM,Football
SIBILIO Alessandro,1999/4/27,ITA,Athletics
SICHENIKOVA Lidiia,1993/2/3,UKR,Archery
SICIARZ Klaudia,1998/3/15,POL,Athletics
SID AZARA Bachir,1996/3/3,ALG,Wrestling
SIDAKOV Zaurbek,1996/3/14,ROC,Wrestling
SIDDIQUE Diya,2004/2/19,BAN,Archery
SIDISKIS Arnas,1990/7/5,LTU,Weightlifting
SIDLAUSKAS Andrius,1997/4/6,LTU,Swimming
SIDOROVA Anzhelika,1991/6/28,ROC,Athletics
SIEGEMUND Laura,1988/3/4,GER,Tennis
SIEGENTHALER Maja,1992/11/11,SUI,Sailing
SIEGL Lea,1998/8/19,AUT,Equestrian
SIERADZKI Kamil,2002/1/11,POL,Swimming
SIERRA CANADILLA Arlenis,1992/12/7,CUB,Cycling Road
SIGNAL Megan Ann,1990/2/17,NZL,Weightlifting
SIGURGEIRSSON Asgeir,1985/9/2,ISL,Shooting
SIKLOSI Gergely,1997/9/4,HUN,Fencing
SILADI Caba,1990/8/23,SRB,Swimming
SILENO Megan,1989/5/1,RSA,Water Polo
SILKINA Volha,,BLR,
SILVA Aline,1986/10/18,BRA,Wrestling
SILVA Altobeli,1990/12/3,BRA,Athletics
SILVA Beatriz,2003/2/4,BRA,Rhythmic Gymnastics
SILVA Bianca,1998/7/22,BRA,Rugby Sevens
SILVA CARNEIRO Macris Fernanda,1989/3/3,BRA,Volleyball
SILVA Derick,1998/4/23,BRA,Athletics
SILVA Emanuel,1985/12/4,POR,Canoe Sprint
SILVA Fabiana,1988/7/27,BRA,Badminton
SILVA Joao,1989/5/15,POR,Triathlon
SILVA Joao Pedro,1994/1/29,BRA,Handball
SILVA MORALES Ivan Felipe,1996/2/8,CUB,Judo
SILVA Rafael,1987/5/11,BRA,Judo
SILVA RAMOS Ana Patricia,1997/9/29,BRA,Beach Volleyball
SILVA Rebecca,1993/4/23,BRA,Beach Volleyball
SILVA Rui,1993/4/28,POR,Handball
SILVA Yarisley,1987/6/1,CUB,Athletics
SILVESTRO Evelyn Maricel,1999/3/1,ARG,Rowing
SIM Haein,,KOR,
SIM Jaeyoung,1995/9/14,KOR,Taekwondo
SIM Stuart,1993/2/17,AUS,Rowing
SIM Welson,1997/3/29,MAS,Swimming
SIMANEK Jiri,1995/10/11,CZE,Rowing
SIMANOVICH Anastasia,1995/1/23,ROC,Water Polo
SIMBINE Akani,1993/9/21,RSA,Athletics
SIMBU Alphonce Felix,1992/2/14,TAN,Athletics
SIMIC Ana,1990/5/5,CRO,Athletics
SIMIONESCU Vladut,1990/4/30,ROU,Judo
SIMMERLING Georgia,1989/3/11,CAN,Cycling Track
SIMMERMACHER Magdalena,1996/3/23,ARG,Golf
SIMMONDS Joshua,1995/10/4,AUS,Hockey
SIMON Gilles,1984/12/27,FRA,Tennis
SIMON Kyah,1991/6/25,AUS,Football
SIMON Unai,1997/6/11,ESP,Football
SIMONEAU Jacqueline,1996/9/29,CAN,Artistic Swimming
SIMONET Diego Esteban,1989/12/26,ARG,Handball
SIMONET Pablo Ariel,1992/5/4,ARG,Handball
SIMONET Sebastian Alejandro,1986/5/12,ARG,Handball
SIMOTWO Charles Cheboi,1995/6/15,KEN,Athletics
SIMS Arabella,2005/5/25,USA,Swimming
SIMWAKA Asimenye,1997/8/8,MAW,Athletics
SINANCEVIC Armin,1996/8/14,SRB,Athletics
SINCLAIR Christine,1983/6/12,CAN,Football
SINDEN Bradly,1998/9/19,GBR,Taekwondo
SINGH Arvind,1996/6/17,IND,Rowing
SINGH Dilpreet,,IND,
SINGH Gaurika,2002/11/26,NEP,Swimming
SINGH Gurjant,1995/1/26,IND,Hockey
SINGH Gurpreet,1984/7/9,IND,Athletics
SINGH Hardik,1998/9/23,IND,Hockey
SINGH Harmanpreet,1996/1/6,IND,Hockey
SINGH Luther,1997/8/5,RSA,Football
SINGH Mandeep,1995/1/25,IND,Hockey
SINGH Manpreet,,IND,
SINGH Rupinder Pal,1990/11/11,IND,Hockey
SINGH Shamsher,,IND,
SINGH Shivpal,1995/7/6,IND,Athletics
SINGH Simranjeet,1996/12/27,IND,Hockey
SINGO Wilfried,2000/12/25,CIV,Football
SINIAKOVA Katerina,1996/5/10,CZE,Tennis
SINKOVIC Martin,1989/11/10,CRO,Rowing
SINKOVIC Valent,1988/8/2,CRO,Rowing
SINTEAN Andrei,1999/6/16,ROU,Football
SINTSOV Anton,1985/2/3,ROC,Cycling Mountain Bike
SIRAGUSA Irene,1993/6/23,ITA,Athletics
SIRANT Sergey,1994/4/12,ROC,Badminton
SIRINA Jakub,1987/11/21,CZE,Basketball
SIRUCEK Pavel,1992/11/20,CZE,Table Tennis
SISKEVICIUS Evaldas,1988/12/30,LTU,Cycling Road
SISSOKO Fode,1996/10/9,MLI,Athletics
SISSON Emily,1991/10/12,USA,Athletics
SITHISANE Soukphaxay,1996/5/1,LAO,Judo
SITKOVSKIY Oleksandr,1978/6/9,UKR,Athletics
SIVAKOV Pavel,1997/7/11,ROC,Cycling Road
SIX Christopher,1985/12/12,FRA,Equestrian
SJOESTROEM Sarah,1993/8/17,SWE,Swimming
SKACHKOV Kirill,1987/8/6,ROC,Table Tennis
SKACHOVA Monika,1999/11/22,SVK,Canoe Slalom
SKIERKA Jakub,1998/10/4,POL,Swimming
SKINNER Mykayla,1996/12/9,USA,Artistic Gymnastics
SKOGRAND Stine,1993/3/3,NOR,Handball
SKORIC Maja,1989/11/10,SRB,Basketball
SKOROBOGATCHENKO Antonina,1999/2/14,ROC,Handball
SKOUMPAKIS Dimitrios,1998/12/18,GRE,Water Polo
SKRZYPULEC Agnieszka,1989/6/3,POL,Sailing
SKRZYSZOWSKA Pia,2001/4/20,POL,Athletics
SKUJINS Toms,1991/6/15,LAT,Cycling Road
SKUPSKI Neal,1989/12/1,GBR,Tennis
SKVARTSOVA Viyaleta,1998/4/15,BLR,Athletics
SKYDAN Hanna,1992/5/14,AZE,Athletics
SLADKOV Nicole,1999/11/2,USA,Rhythmic Gymnastics
SLAGTER Arvin,1985/10/19,NED,3x3 Basketball
SLEEKING Brigitte,1998/3/19,NED,Water Polo
SLIWKA Aleksander,1995/5/24,POL,Volleyball
SLOAN Ian Martin,1993/11/19,GBR,Hockey
SLOUF Radek,1994/10/30,CZE,Canoe Sprint
SLUKOVA Marketa,1988/6/28,CZE,Beach Volleyball
SLUTSKAYA Maryna,1991/7/9,BLR,Judo
SMAGULOV Zhansay,1992/9/26,KAZ,Judo
SMAILI Mostafa,1997/1/9,MAR,Athletics
SMAJLAJ Izmir,1993/3/29,ALB,Athletics
SMEDLEY Cameron,1990/10/9,CAN,Canoe Slalom
SMEETS Martine,1990/5/5,NED,Handball
SMELLIE Gavin,1986/6/26,CAN,Athletics
SMELYK Serhiy,1987/4/19,UKR,Athletics
SMETOV Yeldos,1992/9/9,KAZ,Judo
SMETS Fanny,1986/4/21,BEL,Athletics
SMIAHLIKAU Uladzislau,1993/4/5,BLR,Boxing
SMIDT Nick,1997/5/12,NED,Athletics
SMIKLE Traves,1992/5/7,JAM,Athletics
SMIRNOVA Kseniia,1998/4/24,ROC,Volleyball
SMIRNOVA Yekaterina,1988/5/21,KAZ,Canoe Slalom
SMITH Alana,2000/10/20,USA,Skateboarding
SMITH Alanna,1996/9/10,AUS,Basketball
SMITH Anabelle,1993/2/3,AUS,Diving
SMITH Austen Jewell,2001/7/23,USA,Shooting
SMITH Austin Charles,1985/5/20,RSA,Hockey
SMITH Brendon,2000/7/4,AUS,Swimming
SMITH Cameron,1993/8/18,AUS,Golf
SMITH David,1985/5/15,USA,Volleyball
SMITH Gabrielle,1994/10/24,CAN,Rowing
SMITH Haley,1993/11/22,CAN,Cycling Mountain Bike
SMITH Hannah,1992/10/30,GBR,Rugby Sevens
SMITH Holly,1989/3/14,GBR,Equestrian
SMITH Jake,1991/4/3,NZL,Hockey
SMITH Jesse,1983/4/27,USA,Water Polo
SMITH John,1990/1/12,RSA,Rowing
SMITH Kelsey,,NZL,
SMITH Kieran,2000/5/20,USA,Swimming
SMITH Kierra,1994/2/1,CAN,Swimming
SMITH Lauren,1991/9/26,GBR,Badminton
SMITH Penny,1995/4/21,AUS,Shooting
SMITH Rebecca,2000/3/14,CAN,Swimming
SMITH Regan,2002/2/9,USA,Swimming
SMITH Samantha,1992/4/1,CAN,Trampoline Gymnastics
SMITH Tamra,1974/7/23,USA,Equestrian
SMITH Zoe,1994/4/26,GBR,Weightlifting
SMITS Inger,1994/9/17,NED,Handball
SMITS Joelle,2000/2/7,NED,Football
SMOLDERS Harrie,1980/5/10,NED,Equestrian
SMOLEN Michal,1993/9/13,USA,Canoe Slalom
SMOLIGA Olivia,1994/10/12,USA,Swimming
SMOLONSKIS Ruslans,1996/12/15,LAT,Athletics
SMORGUNER Ilja,1984/6/24,GER,Karate
SMULDERS Laura,,NED,
SMULDERS Merel,,NED,
SMYTHE John Barrie,1989/8/31,CAN,Hockey
SNELDER Danick,1990/5/22,NED,Handball
SNOWDEN Katie,1994/3/9,GBR,Athletics
SNOW-HANSEN Paul,1990/9/3,NZL,Sailing
SNYDER Kyle Frederick,1995/11/20,USA,Wrestling
SNYMAN Wayne,1985/3/8,RSA,Athletics
SOARES Diogo,2002/4/12,BRA,Artistic Gymnastics
SOARES Nubia,1996/3/26,BRA,Athletics
SOBERA Robert,1991/1/19,POL,Athletics
SOBERS Alex,1998/11/13,BAR,Swimming
SOBEY Nathan,1990/7/14,AUS,Basketball
SOBHI Ramadan,1997/1/23,EGY,Football
SOBHY Mohamed,1999/7/15,EGY,Football
SOBHY Tia,2003/2/7,EGY,Rhythmic Gymnastics
SOBOL Kristina Ivanovna,1991/11/30,ROC,Weightlifting
SOBOLEVA Evgeniya,1988/8/26,ROC,Water Polo
SOEJIMA Kameli Raravou Latianara,1983/6/1,JPN,Rugby Sevens
SOERENSEN Karoline Enevold,2002/2/19,DEN,Swimming
SOFUOGLU Ali,1995/6/3,TUR,Karate
SOGHOMONYAN Eduard,1990/2/19,BRA,Wrestling
SOGHOMONYAN Koryun,1993/5/16,ARM,Boxing
SOH Wooi Yik,1998/2/17,MAS,Badminton
SOHI Gurpreet,1994/7/20,CAN,Water Polo
SOLBAKKEN Erik Andre,1994/8/30,NOR,Rowing
SOLBERG ISAKSEN Sanna,1990/6/16,NOR,Handball
SOLBERG Silje,1990/6/16,NOR,Handball
SOLE SALA Ferran,1992/8/25,ESP,Handball
SOLE Sebastian,1991/6/12,ARG,Volleyball
SOLER Carlos,1997/1/2,ESP,Football
SOLIKOVITI Vasiti,1993/8/2,FIJ,Rugby Sevens
SOLIS Jhon Alexander,1993/6/24,COL,Athletics
SOLIS Roman,1987/9/29,MEX,Baseball/Softball
SOLJA Petrissa,1994/3/11,GER,Table Tennis
SOLOMON Kokob Tesfagaber,1994/6/4,ERI,Athletics
SOLOMON Luna,1994/1/1,EOR,Shooting
SOLOMON Steven,1993/5/16,AUS,Athletics
SOLORZANO Yamileth,1988/5/29,ESA,Boxing
SOLUIANOVA Svetlana,1994/9/21,ROC,Boxing
SOMA Yuki,1997/2/25,JPN,Football
SOMERVILLE Gronya,1995/5/10,AUS,Badminton
SOMERVILLE Karri,1999/4/7,AUS,Hockey
SOMEYA Mayumi,1993/5/30,JPN,Karate
SON Igor,1998/11/16,KAZ,Weightlifting
SONAM Sonam,2002/4/15,IND,Wrestling
SONE Akira,2000/7/9,JPN,Judo
SONEGO Lorenzo,1995/5/11,ITA,Tennis
SONG Bumkeun,1997/10/15,KOR,Football
SONG Jaeho,1990/2/19,KOR,Fencing
SONG Jiayuan,1997/9/15,CHN,Athletics
SONG Jong-Ho,1990/3/1,KOR,Shooting
SONG Minkyu,1999/9/12,KOR,Football
SONG Sera,1993/9/6,KOR,Fencing
SONG Yiling,2001/1/28,CHN,Sport Climbing
SONNETT Emily,1993/11/25,USA,Football
SONNTAG Julia,,GER,
SONODA Keigo,1990/2/20,JPN,Badminton
SOO Wai Yam Minnie,1998/4/13,HKG,Table Tennis
SORM Patrik,1993/11/21,CZE,Athletics
SOROKAITE Indre,1988/7/2,ITA,Volleyball
SOROKINA Darya,2002/11/29,AZE,Rhythmic Gymnastics
SORONZONBOLD Battsetseg,1990/5/3,MGL,Wrestling
SORRENTINO Giordana,2000/4/27,ITA,Boxing
SORRIBES TORMO Sara,1996/10/8,ESP,Tennis
SORSBY Thomas,1996/10/28,GBR,Hockey
SORUM Christian Sandlie,1995/12/3,NOR,Beach Volleyball
SOTERO Alice,1991/5/28,ITA,Modern Pentathlon
SOTO ABRIL Ana Waleska,1990/8/14,GUA,Shooting
SOTO CAMPOS Catalina Anais,2001/4/8,CHI,Cycling Road
SOTO Manuel Esteban,1994/1/28,COL,Athletics
SOTOMAYOR COLLAZO Lorenzo,1985/2/16,AZE,Boxing
SOTOMAYOR Nikte Alejandra,1994/7/1,GUA,Badminton
SOTTILE Stefano,1998/1/26,ITA,Athletics
SOUDI Mathis,1999/11/26,MAR,Canoe Slalom
SOULEIMAN Ayanleh,1992/12/3,DJI,Athletics
SOUSA Catarina,2000/4/27,ANG,Swimming
SOUSA Graziele,1991/3/3,BRA,Boxing
SOUSA Hebert,1998/2/28,BRA,Boxing
SOUSA Helena,1994/11/7,ANG,Handball
SOUSA Joao,1989/3/30,POR,Tennis
SOUSA Pedro,1988/5/27,POR,Tennis
SOUTA Vagner Junior,1991/2/10,BRA,Canoe Sprint
SOUTTAR Harry,1998/10/22,AUS,Football
SOUWER Anna Sarah Sophie,,NED,
SOUZA Alan,,BRA,
SOUZA Caio,1993/9/12,BRA,Artistic Gymnastics
SOUZA FILHO Isaac,1999/6/23,BRA,Diving
SOUZA Ricardo Lucarelli,1992/2/14,BRA,Volleyball
SOYIZWAPI Siviwe,1992/12/7,RSA,Rugby Sevens
SOZONOV Ivan,1989/7/6,ROC,Badminton
SOZONOVA Nadezhda,1991/8/14,ROC,Rugby Sevens
SOZYKIN Pavel,1987/12/25,ROC,Sailing
SPAIC Vladan,1997/6/18,MNE,Water Polo
SPAJARI Pedro,1997/2/18,BRA,Swimming
SPANAKI Ariadne Paraskevi,2001/3/13,GRE,Sailing
SPANOUDAKI Rafalia,1994/6/7,GRE,Athletics
SPANOVIC Ivana,1990/5/10,SRB,Athletics
SPAULDING Delaney,1995/5/9,USA,Baseball/Softball
SPELMEYER-PREUSS Ruth Sophia,1990/9/19,GER,Athletics
SPENCER Levern,1984/6/23,LCA,Athletics
SPENDOLINI SIRIEIX Andrea,2004/9/11,GBR,Diving
SPESIVTSEV Maxim,1994/4/8,ROC,Canoe Sprint
SPIES Jean,1989/11/27,RSA,Cycling Track
SPILKOVA Klara,1994/12/15,CZE,Golf
SPIRIG Nicola,1982/2/7,SUI,Triathlon
SPISSU Marco,1995/2/5,ITA,Basketball
SPONCIL Sarah,1996/8/16,USA,Beach Volleyball
SPOONER Nicholas Balfour,1991/8/28,RSA,Hockey
SPOORS Lucy,1990/12/24,NZL,Rowing
SPOTAKOVA Barbora,1981/6/30,CZE,Athletics
SPOTAKOVA Jana,1985/9/10,SVK,Shooting
SPRATT Amanda,1987/9/17,AUS,Cycling Road
SPRINGSTEEN Jessica,1991/12/30,USA,Equestrian
SPRUNGER Lea,1990/3/5,SUI,Athletics
SPYCHAKOV Katy,1999/8/6,ISR,Sailing
SQUIRES Tom,1993/8/3,GBR,Sailing
SRBIC Tin,1996/9/11,CRO,Artistic Gymnastics
SREESHANKAR,1999/3/27,IND,Athletics
SRESTHAPORN Savate,1963/4/13,THA,Shooting
SRISA - ARD Jenjira,1995/4/16,THA,Swimming
SSEMUJJU Kavuma David,1992/11/11,UGA,Boxing
ST. FORT Khalifa,1998/2/13,TTO,Athletics
ST. HILLAIRE Dwight,1997/12/5,TTO,Athletics
STACCHIOTTI Raphael,1992/3/9,LUX,Swimming
STACH Aleksandra,2000/1/6,POL,Canoe Slalom
STACH Anton,1998/11/15,GER,Football
STADLER Alexander,1999/10/16,GER,Hockey
STADNIK Mariya,1988/6/3,AZE,Wrestling
STAEBLER Frank,1989/6/27,GER,Wrestling
STAEHLI Julie-Anne,1993/12/21,CAN,Athletics
STAFFORD Lucia,1998/8/17,CAN,Athletics
STAHL Daniel,1992/8/27,SWE,Athletics
STAHL Mitchell,1994/8/31,USA,Volleyball
STAIB Constantin,1995/8/31,GER,Hockey
STAIRMAND Billy,1989/10/21,NZL,Surfing
STALHEIM Jesper,1988/3/23,SWE,Sailing
STAM Katja,1998/10/3,NED,Beach Volleyball
STAM Lauren Lara Jeanette,1994/1/30,NED,Hockey
STAMBAUGH Victoria,1993/5/4,PUR,Taekwondo
STAMENIC Marko,2002/2/19,NZL,Football
STAMENOVA Staniliya,1988/6/2,BUL,Canoe Sprint
STANCIL Felicia,1995/5/18,USA,Cycling BMX Racing
STANCIU Daniela,1987/10/15,ROU,Athletics
STANCO Silvana,1993/1/6,ITA,Shooting
STANEK Tomas,1991/6/13,CZE,Athletics
STANGAR Marusa,1998/1/31,SLO,Judo
STANGER George,2000/8/15,NZL,Football
STANISCLAUS Ayla,2000/3/19,TTO,Athletics
STANISZEWSKI Daniel,1997/5/5,POL,Cycling Track
STANKIEWICZ Aneta,1995/2/10,POL,Shooting
STANKIEWICZ Theodore,1993/11/25,MEX,Baseball/Softball
STANKOVIC Dragana,1995/1/18,SRB,Basketball
STANLEY Matie,2003/5/4,TUV,Athletics
STANO Massimo,1992/2/27,ITA,Athletics
STANWAY Georgia,1999/1/3,GBR,Football
STAPENHORST Charlotte,1995/6/15,GER,Hockey
STARC Brandon,1993/11/24,AUS,Athletics
STARCEVIC Bozo,1988/12/11,CRO,Wrestling
STARIKOVA Olena,1996/4/22,UKR,Cycling Track
STARLING Bubba,1992/8/3,USA,Baseball/Softball
STARTSEVA Evgeniya,1989/2/12,ROC,Volleyball
STASIAK Sebastian,1994/9/8,POL,Modern Pentathlon
STATEFF Delian,1994/3/26,ITA,Triathlon
STECCHI Claudio Michel,1991/11/23,ITA,Athletics
STEEN Jordan,1991/6/26,CAN,Wrestling
STEENBERGEN Marrit,2000/1/11,NED,Swimming
STEENHUIS Guusje,1992/10/27,NED,Judo
STEFAN Florin,1996/5/9,ROU,Football
STEFANI Luisa,1997/8/9,BRA,Tennis
STEFANIDI Katerina,1990/2/4,GRE,Athletics
STEFANOVIC Milutin,1985/1/23,SRB,Shooting
STEFANOVIC Strahinja,1998/3/7,SRB,Canoe Sprint
STEFANOWICZ JR John Walter,1991/9/20,USA,Wrestling
STEFFEN Benjamin,1982/3/8,SUI,Fencing
STEFFENS Margaret,1993/6/4,USA,Water Polo
STEINACKER Marike,1992/4/3,GER,Athletics
STEINER Sylvia,1982/5/7,AUT,Shooting
STEINGRUBER Giulia,1994/3/24,SUI,Artistic Gymnastics
STEINHAUSER Verena,1994/10/14,ITA,Triathlon
STEINRUCK Katharina,1989/8/22,GER,Athletics
STENBERG Anita Yvonne,1992/8/28,NOR,Cycling Track
STENE Jenny,1998/3/8,NOR,Shooting
STENSILS Linnea,1994/3/8,SWE,Canoe Sprint
STENSNESS Gianni,1999/2/7,NZL,Football
STEPANOVA Kira,1993/11/12,ROC,Canoe Sprint
STEPANOVA Vasilisa,1993/1/26,ROC,Rowing
STEPHAN Lucy,,AUS,
STEPHENS Jagger,1998/5/12,GUM,Swimming
STEPHENS Laura,1999/6/2,GBR,Swimming
STEPTO Tarni,1999/10/6,AUS,Baseball/Softball
STERCKX Nina,2002/7/26,BEL,Weightlifting
STERKENBURG Erin,2003/3/20,RSA,Sport Climbing
STERPU Victor,1999/6/14,MDA,Judo
STEVAUX CARNAVAL Priscilla Andreia,1993/12/2,BRA,Cycling BMX Racing
STEVENS Dani,1988/5/26,AUS,Athletics
STEVENS Robyn,1983/4/24,USA,Athletics
STEVENSON Ben,1995/3/16,USA,Water Polo
STEVESON Gable Dan,2000/5/31,USA,Wrestling
STEWART Ava,2005/9/30,CAN,Artistic Gymnastics
STEWART Breanna,1994/8/27,USA,Basketball
STEWART Campbell,1998/5/12,NZL,Cycling Track
STEWART Donn,1980/8/22,RSA,Water Polo
STEWART Grace,1997/4/28,AUS,Hockey
STEWART Kelsey,1994/8/15,USA,Baseball/Softball
STEWART Murray,1986/7/2,AUS,Canoe Sprint
STEWART Reba,2001/5/20,AUS,Taekwondo
STEWART Trevor,1997/5/20,USA,Athletics
STEYN Gerda,1990/3/3,RSA,Athletics
STIGGER Laura,2000/9/25,AUT,Cycling Mountain Bike
STINSON Jada Shanice,1999/9/28,PUR,Basketball
STIPANOVIC Tonci,1986/6/13,CRO,Sailing
STJEPANOVIC Velimir,1993/8/7,SRB,Swimming
STOENESCU Ancuta,1980/1/1,ROU,3x3 Basketball
STOEPHASIUS Lilly,2007/6/5,GER,Skateboarding
STOEVA Gabriela,1994/7/15,BUL,Badminton
STOEVA Stefani,1995/9/23,BUL,Badminton
STOJ Bartlomiej,1996/5/15,POL,Athletics
STOJANOVIC Nina,1996/7/30,SRB,Tennis
STOJOSKI Jovan,1997/11/26,MKD,Athletics
STOKES Demi,1991/12/12,GBR,Football
STOKOWSKI Kacper,1999/1/6,POL,Swimming
STOLL Theresa,1995/11/21,GER,Judo
STOMPHORST Nomi,1992/8/23,NED,Water Polo
STONE Anne-Elizabeth,1990/12/31,USA,Fencing
STONE Gavin,1997/5/21,CAN,Rowing
STONE Genevra,1985/7/11,USA,Rowing
STONE Ross,2000/5/15,RSA,Water Polo
STORNES Casper,1997/2/6,NOR,Triathlon
STOSUR Samantha,1984/3/30,AUS,Tennis
STOYANOVSKIY Oleg,1996/9/26,ROC,Beach Volleyball
STRACHAN Anthonique,1993/8/22,BAH,Athletics
STRAHL Martina,1987/5/7,SUI,Athletics
STRAKA Sepp,1993/5/1,AUT,Golf
STRANDLI Are Weierholt,1988/8/18,NOR,Rowing
STRANSKY Mara,1999/2/13,AUS,Sailing
STRATTON Brooke,1993/7/12,AUS,Athletics
STRAUCH Jenna,1997/3/24,AUS,Swimming
STREBKOVA Nataliya,1995/3/6,UKR,Athletics
STREETS Kaito,1994/6/6,JPN,Fencing
STREMPFL Martin,1984/8/1,AUT,Shooting
STRENIUS Patricia Caroline,1989/11/23,SWE,Weightlifting
STROMBERG Carin,1993/7/10,SWE,Handball
STRONG Corbin,2000/4/30,NZL,Cycling Track
STRUFF Jan-Lennard,1990/4/25,GER,Tennis
STRUGNELL Laura,1992/4/14,RSA,Artistic Swimming
STUBBLETY-COOK Izaac,1999/1/4,AUS,Swimming
STUDER Max,1996/1/16,SUI,Triathlon
STUHLEMMER Alica,1999/8/24,GER,Sailing
STUMP Nils,1997/4/12,SUI,Judo
STUNES ISENE Ola,1995/1/29,NOR,Athletics
STUPIN Maxim,2000/5/11,ROC,Swimming
STYBAR Zdenek,1985/12/11,CZE,Cycling Road
SU Bingtian,1989/8/29,CHN,Athletics
SU Po-Ya,1998/9/17,TPE,Taekwondo
SU Xinyue,1991/11/8,CHN,Athletics
SUAREZ Gabriela Anahi,2001/2/2,ECU,Athletics
SUAREZ Jeison Alexander,1991/3/21,COL,Athletics
SUAREZ NAVARRO Carla,1988/9/3,ESP,Tennis
SUBBOTINA Ekaterina,1995/2/11,ROC,Shooting
SUCCI Maria Belen,1985/10/16,ARG,Hockey
SUDE Julia,1987/9/2,GER,Beach Volleyball
SUESSEMILCH Laura,1997/2/23,GER,Cycling Track
SUGASAWA Yuika,1990/10/5,JPN,Football
SUGIHARA Aiko,1999/9/19,JPN,Artistic Gymnastics
SUGIMOTO Sayuri,1996/1/25,JPN,Rhythmic Gymnastics
SUGIOKA Naoki,1994/4/18,JPN,Handball
SUGITA Hina,1997/1/31,JPN,Football
SUGITA Yuichi,1988/9/18,JPN,Tennis
SUHAREVS Ritvars,1999/1/11,LAT,Weightlifting
SUI Gaofei,2001/4/19,CHN,Athletics
SUKAMULJO Kevin Sanjaya,1995/8/2,INA,Badminton
SUKHOV Pavel,1988/5/7,ROC,Fencing
SULEK Adrianna,1999/4/3,POL,Athletics
SULEMANU Tetteh,1992/8/18,GHA,Boxing
SULLIVAN Darryl,1997/12/28,USA,Athletics
SULLIVAN Erica,2000/8/9,USA,Swimming
SUM Eunice Jepkoech,1988/4/10,KEN,Athletics
SUMIT,1996/12/20,IND,Hockey
SUMOVA Barbora,1995/2/17,CZE,Shooting
SUN Hongyi,1993/7/28,CHN,Taekwondo
SUN Huadong,1991/1/7,CHN,Equestrian
SUN Jiajun,2000/8/1,CHN,Swimming
SUN Jiajun,1996/7/29,CHN,Cycling Road
SUN Mengran,1992/7/16,CHN,Basketball
SUN Mengya,2001/5/3,CHN,Canoe Sprint
SUN Wei,1995/8/12,CHN,Artistic Gymnastics
SUN Wenyan,1989/12/27,CHN,Artistic Swimming
SUN Xiaoqian,1996/8/11,CHN,Judo
SUN Yanan,1992/9/15,CHN,Wrestling
SUN Yingsha,2000/11/4,CHN,Table Tennis
SUN Yiwen,1992/6/17,CHN,Fencing
SUNAGA Yuki,1980/12/28,JPN,Sailing
SUNAMA Keita,1995/5/8,JPN,Swimming
SUNAMI Kaho,1993/1/5,JPN,Handball
SUNAMI Yui,1991/6/7,JPN,Handball
SUNDERMAN Patrick,1994/8/17,USA,Shooting
SUNDSTROM Simon,1998/2/4,SWE,Athletics
SUNNEFELDT Oskar,1998/4/21,SWE,Handball
SUPPINI Marco,1998/9/13,ITA,Shooting
SURKOV Artem,1993/10/15,ROC,Wrestling
SURKOVA Arina,1998/7/17,ROC,Swimming
SURMENELI Busenaz,1998/5/26,TUR,Boxing
SUSAKI Yui,1999/6/30,JPN,Wrestling
SUTEJ Tina,1988/11/7,SLO,Athletics
SUTTON Joachim,1995/5/15,DEN,Rowing
SUTTON Sam,2001/12/10,NZL,Football
SUVOROVA Natalia,1995/8/22,ROC,Cycling BMX Racing
SUWARA Wiktor,1996/7/24,POL,Athletics
SUZUKI Aoto,2001/5/30,JPN,Athletics
SUZUKI Ayuka,1999/9/27,JPN,Rhythmic Gymnastics
SUZUKI Ayuko,1991/10/8,JPN,Athletics
SUZUKI Ricardo,2000/4/27,JPN,Taekwondo
SUZUKI Seiya,1994/8/18,JPN,Baseball/Softball
SUZUKI Sergio,1994/10/9,JPN,Taekwondo
SUZUKI Toi,1999/10/20,JPN,Water Polo
SUZUKI Zion,2002/8/21,JPN,Football
SVAN Lasse,1983/8/31,DEN,Handball
SVECOVS Pavels,1994/9/4,LAT,Modern Pentathlon
SVENNERSTAL Ludwig,1990/8/24,SWE,Equestrian
SVICHKAR Roman,1993/6/18,UKR,Fencing
SVIRYD Mikita,1996/6/25,BLR,Judo
SVITOLINA Elina,1994/9/12,UKR,Tennis
SWAN Kyle,1999/3/28,AUS,Athletics
SWANN Polly,,GBR,
SWEETNAM Shane,1981/1/19,IRL,Equestrian
SWIATEK Iga,2001/5/31,POL,Tennis
SWIETY-ERSETIC Justyna,1992/12/3,POL,Athletics
SWOBODA Ewa,1997/7/26,POL,Athletics
SYDORENKO Kseniya,1986/7/2,UKR,Artistic Swimming
SYKORA Jiri,1995/1/20,CZE,Athletics
SYLLA Miryam Fatime,1995/1/8,ITA,Volleyball
SYLLA Sounkamba,1998/7/9,FRA,Athletics
SYZDYKOVA Elmira,1992/2/5,KAZ,Wrestling
SZABO Matyas,1991/8/19,GER,Fencing
SZABO Szebasztian,1996/3/11,HUN,Swimming
SZATMARI Andras,1993/2/3,HUN,Fencing
SZIKORA Melinda,1988/11/19,HUN,Handball
SZILAGYI Aron,1990/1/14,HUN,Fencing
SZILAGYI Dorottya,1996/11/10,HUN,Water Polo
SZILAGYI Reka,1996/1/19,HUN,Athletics
